tx_hash,tx_id,shard_id,completion_type,success,send_time,completion_time,latency_ms,block_number,created_at,event_name
0xdefae366a1fe0a86c0151865687386a13008b4d2d43d0e8b773981f55ee111f7,0xf7bdea49784bce809bef1b03819a42b022da462922091bcf12da9d4a627263b1,0,1,true,,1777294318000,,29,1777294321806,ChainspaceIntentFinalized
0x656ff99547e1de178184ee1f3ca4e0e84a058b56fdbf2a77fb109b3d75bbdc1d,0xcd9d84d76d7f9a3c0d49cafc748dbb5ec47b1e325ce60221e5e5a1486459e804,0,1,true,,1777294318000,,29,1777294321824,ChainspaceIntentFinalized
0xa576cd3b376f5ebf4594eb5eeb68724d787e01265b3461d586f9a5b80c0175f3,0x509714b316a6c10f92d22775546a2afadbabc11307beae9ba3b8172866c44f31,0,1,true,,1777294318000,,29,1777294321842,ChainspaceIntentFinalized
0x52e9a16b93400f1792aec64e74dcc877574cb8129933fc747d951f027d07aa07,0xe4c69719fcc2a95a40009048a422a77959166183a5e48b1e9c138e8babd02655,0,1,true,,1777294318000,,29,1777294321860,ChainspaceIntentFinalized
0x0c42191b00c0cf2ba34658d44424131fd6812d9d998d0185528ee7d6d98738b7,0x7a714009d08453233029c76470a099608fcb4ea81ddbad44828e7a8bd6142a3f,0,1,true,,1777294318000,,29,1777294321882,ChainspaceIntentFinalized
0x219615b6c37c3fc9a7add34e62444dfc285a4a4274b7d3798d15a1d038f2806d,0xab6c6fb120d3ea923d97313f645390f16c0355011f431994713bf29f966765a0,0,1,true,,1777294318000,,29,1777294321899,ChainspaceIntentFinalized
0x97e4ae85ef4903c184642a549e4628e92adb96184bd2e93b2a90ca65d2eb2981,0xc77b440e50edea1e31bb88ca9e7bbc1e82259e078d8ba15908a8fc5053e95270,0,1,true,,1777294318000,,29,1777294321919,ChainspaceIntentFinalized
0x13442394e044ea7bcabda4445c2cfe3f7855b62f333e7f656659ab7b85fb3e10,0xa0acb8f446814d7a24e7725c39a0dd03f341d553ec52b49d27b483ce99ab6988,0,1,true,,1777294318000,,29,1777294321939,ChainspaceIntentFinalized
0x2812a9c82bf0785c1554dc18576b88f914796afecd550388820ae5bda451a51a,0x44be8507c132b805b2c67da35f16a4871c320aae5a65ee3c3beea72dec380669,0,1,true,,1777294318000,,29,1777294321959,ChainspaceIntentFinalized
0xf0757d6e793e6c42df7d52d3ae88fc0db4e6cd5b7b0ff0692a0e21e94a118ad7,0xd7df0a2354ddb89810ce432b9e3f0c57ade24b59b91770b238658ec1fecacab2,0,4,false,,1777294318000,,29,1777294321979,ChainspaceIntentFinalized
